Senyawa1,Senyawa2,AS
Isolicoflavonol,alpha-Pinene,0.04474646232887991
p-Coumaric acid,Citric acid,0.04474156740576723
Glycyrol,Glycyrrhizic acid,0.044724025974025965
Vincamine,Trigonelline,0.044706404706404704
delta-Tocopherol,Myoinositol,0.044702771975499246
Glycyrol,Labiatenic acid,0.0447025197025197
Tryptamine,Semilicoisoflavone B,0.04468938543761597
Ellagic acid,Isolicoflavonol,0.04467532467532467
Benzoic acid,Glycycoumarin,0.044673580387866105
Phaseollidin,beta-Carotene,0.0446532634032634
beta-Carotene,Isorhamnetin 3-O-beta-D-glucopyranoside,0.044653263403263393
beta-D-Glucosamine,Gibberellin A3,0.04463639808467395
Sucrose,(R)-linalool,0.044628099173553724
Pregnenolone,Tanshinone II,0.0446133866133866
Indole-3-acetic acid,trans-Zeatin,0.044611473182901755
alpha-Tocopherol,Myristicin,0.04460636083848868
Caffeic acid,Mitraphylline,0.04460338992111568
Glycyrrhetinic acid,Isorhamnetin,0.044601232101232104
Isorhamnetin,3' 5'-cyclic AMP,0.04459082584082583
Oleanolic acid,Indole-3-acetic acid,0.04458041958041957
Ajmalicine,Vincamine,0.044475524475524476
Phaseollidin,Tanshinone II,0.044472194472194464
Isorhamnetin 3-O-beta-D-glucopyranoside,Tanshinone II,0.044472194472194464
Isoliquiritigenin,Gancaonin U,0.04440599083456226
Semilicoisoflavone B,Linoleic acid,0.04439310689310689
Kaempferol,"(6S,9R)-Roseoside",0.04438418724133011
Sigmoidin B,Protopine,0.04438154438154438
Isoschaftoside,(-)-Jasmonic acid,0.04438154438154438
Protopine,Isoschaftoside,0.04438154438154438
(-)-Jasmonic acid,Sigmoidin B,0.04438154438154438
Linoleic acid,Vincamine,0.044365634365634364
Semilicoisoflavone B,Naringenin,0.0443651394106399
Glycyrrhetinic acid,"(6S,9R)-Roseoside",0.044362780077065775
3-O-Caffeoylquinic acid,Betulinic acid,0.04434432497673604
Semilicoisoflavone B,Vanillic acid,0.044329137974622915
Quinic acid,Myoinositol,0.044317338434985504
Succinic acid,delta-Tocopherol,0.04431106083998646
7-Hydroxycoumarin,Oleanolic acid,0.04428064932266614
Myoinositol,Myricetin,0.044244849800405356
Pregnenolone,alpha-Tocopherol,0.04422894178991742
Acetovanillone,(R)-linalool,0.044220930584566956
Fisetin,Glycycoumarin,0.044219669219669216
Echinatin,N6-(delta2-Isopentenyl)adenine,0.044219669219669216
Isoliquiritin,Miltirone,0.04420579420579421
Isoferulic acid,Phaseollidin,0.04416597894858765
Isoferulic acid,Isorhamnetin 3-O-beta-D-glucopyranoside,0.04416597894858765
Sucrose,Tanshinone I,0.04416111747490047
Formononetin,Cholesterol,0.044159272100448586
Phaseollidin,7-Hydroxycoumarin,0.04413840128125842
Isorhamnetin 3-O-beta-D-glucopyranoside,7-Hydroxycoumarin,0.04413840128125842
Succinic acid,Tanshinone II,0.0441263282172373
Sucrose,Sigmoidin B,0.04412254412254412
Isoschaftoside,Sucrose,0.04412254412254412
Ellagic acid,Mitraphylline,0.04410806584719628
Isoliquiritigenin,"(6S,9R)-Roseoside",0.04410668696382982
alpha-Terpinene,Isorhamnetin,0.04409875838447267
Isorhamnetin,(+)-S-Carvone,0.04409875838447267
Isorhamnetin,4-Terpineol,0.04409875838447267
Echinatin,Guanosine,0.04409652847152847
Tanshinone I,beta-D-Glucosamine,0.04408494731075377
Testosterone,Glycyrol,0.04406093906093906
Tanshinone I,Myristicin,0.04405827765115863
"(6S,9R)-Roseoside",trans-Zeatin,0.04404942500180596
Vincamine,Cryptotanshinone,0.04403289018673634
Tanshinone I,7-Hydroxycoumarin,0.044028168452131596
p-Coumaric acid,Apigenin,0.04402278527411084
Naringin,"6,8-Diprenylgenistein",0.04399517149517151
Cholesterol,Betulinic acid,0.04399388490297581
Isolicoflavonol,Salicylic acid,0.04399026203537481
Acetovanillone,7-Hydroxycoumarin,0.043969017994992025
Apigenin,Vincamine,0.04396871421261664
Palmitic acid,Formononetin,0.04396734487232224
"(6S,9R)-Roseoside",Chrysoeriol,0.04395979959889734
Scopoletin,beta-Carotene,0.04395604395604396
Formononetin,Sucrose,0.04395604395604395
Isorhamnetin,Malic acid,0.04395225986135077
Chrysoeriol,Vincamine,0.04394447657605552
Isorhamnetin 3-O-beta-D-glucopyranoside,Oleanolic acid,0.04394135276488218
Phaseollidin,Oleanolic acid,0.04394135276488218
Oleanolic acid,Betulinic acid,0.04393912682682734
Chrysoeriol,Gancaonin U,0.04390565574776101
Ajmalicine,Glycyrol,0.043876123876123885
Formononetin,Scopoletin,0.043861600584289666
Indole-3-acetic acid,Tanshinone I,0.04385130998034223
Myoinositol,Apigenin,0.04384323896519019
p-Coumaric acid,Trigonelline,0.04383378296421775
Gancaonin U,Loganin,0.04383116883116883
Cryptotanshinone,"(6S,9R)-Roseoside",0.04381576909049438
Cryptotanshinone,Gancaonin U,0.04379167840706303
Guanosine,Miltirone,0.043789543789543785
Folic acid,Vincamine,0.04378592835735693
Tanshinone II,Vincamine,0.04376923076923076
Naringin,Pregnenolone,0.043767232767232746
Fumaric acid,Isoschaftoside,0.043756243756243755
Fumaric acid,Sigmoidin B,0.043756243756243755
Folic acid,Succinic acid,0.04375105414066453
(R)-linalool,Formononetin,0.043733717263129024
Gibberellin A3,Betulinic acid,0.0436919402436644
Myricetin,Semilicoisoflavone B,0.04368578281621759
Uracil,Adenosine,0.04366303631009513
alpha-Terpinene,Liquiritigenin,0.04363493649207934
4-Terpineol,Liquiritigenin,0.04363493649207934
(+)-S-Carvone,Liquiritigenin,0.04363493649207934
Citric acid,Sigmoidin B,0.043623043623043624
Citric acid,Isoschaftoside,0.043623043623043624
Liquiritin,"6,8-Diprenylgenistein",0.04361535899997439
Semilicoisoflavone B,Folic acid,0.04359863738745727
Pregnenolone,Acetylursolic acid,0.043588411588411605
Vincamine,Isoliquiritigenin,0.04355644355644357
Tanshinone II,Gancaonin U,0.043552281052281046
p-Coumaric acid,trans-Zeatin,0.04353939136547832
Scopoletin,Myristicin,0.043516827999586616
Acetovanillone,Thiamine,0.0435160450834432
Sucrose,beta-Monoolein,0.043513304876941244
Tanshinone II,"(6S,9R)-Roseoside",0.04351125065410778
Phaseollidin,Linoleic acid,0.04350857475857476
Linoleic acid,Isorhamnetin 3-O-beta-D-glucopyranoside,0.04350857475857476
Gibberellin A3,7-Hydroxycoumarin,0.043508215922009034
"6,8-Diprenylgenistein",Vanillin,0.04350699805245258
Gancaonin U,3-O-Caffeoylquinic acid,0.043503597851423936
Vincamine,Riboflavin,0.04349935778507207
7-Hydroxycoumarin,Thiamine,0.04349837354763463
Betulinic acid,Scopoletin,0.043480329194614906
beta-D-Glucosamine,Cryptotanshinone,0.04343412997259152
Peucedanin,Glycyrol,0.04342782217782218
7-Hydroxycoumarin,Scopoletin,0.04341916586814546
2'-Hydroxygenistein,Succinic acid,0.043416043416043416
beta-D-Glucosamine,Naringin,0.04340347152847154
Benzoic acid,Mitraphylline,0.04339449370505271
p-Coumaric acid,Tanshinone II,0.04339356295878034
beta-D-Glucosamine,Tanshinone II,0.043387862137862145
Glycyrol,9-Ribosyl-trans-zeatin,0.043385186242329093
p-Coumaric acid,delta-Tocopherol,0.04337164811473112
Kaempferol,p-Coumaric acid,0.04334795639143465
Isolicoflavonol,Adenosine,0.04334414418448033
Sucrose,Scopoletin,0.0433235595573258
Scopoletin,Acetovanillone,0.04329598972456114
Scopoletin,"3',4',7-Trihydroxyflavone",0.043278150421007563
Myristicin,Gibberellin A3,0.043269453495375025
Trigonelline,Semilicoisoflavone B,0.04324499976673891
Testosterone,Isorhamnetin,0.04323593073593073
"6,8-Diprenylgenistein",Oleic acid,0.043235098235098246
Formononetin,Acetovanillone,0.04322949777495231
Indole-3-acetic acid,Gibberellin A3,0.0432277082523388
Vanillin,Pregnenolone,0.04322344322344323
Liquiritin,Succinic acid,0.04317593828083338
Isolicoflavonol,Chelerythrine,0.043170561442986685
beta-D-Glucosamine,(R)-linalool,0.04314851814851816
Serotonin,Isolicoflavonol,0.04314453053948851
Oleic acid,Sigmoidin B,0.04311938061938062
Oleic acid,Isoschaftoside,0.04311938061938062
Tanshinone I,Isorhamnetin 3-O-beta-D-glucopyranoside,0.043107430204204406
Tanshinone I,Phaseollidin,0.043107430204204406
2'-Hydroxygenistein,"6,8-Diprenylgenistein",0.0431046431046431
Liquiritin,Pregnenolone,0.04308819385742462
beta-D-Glucosamine,trans-Zeatin,0.04305879305879307
Betulinic acid,Tanshinone I,0.043020518093831873
Succinic acid,Naringin,0.04298655889564979
Ajmalicine,Succinic acid,0.04297520661157025
Uracil,Coumarin,0.042946088998720586
Uracil,alpha-Pinene,0.042934629473091006
Thiamine,Myristicin,0.04286914037211303
Phaseollidin,Formononetin,0.0428542046189105
Isorhamnetin 3-O-beta-D-glucopyranoside,Formononetin,0.0428542046189105
Indole-3-acetic acid,beta-Carotene,0.04285223704866563
Riboflavin,Succinic acid,0.04284676362598441
Pregnenolone,2'-Hydroxygenistein,0.04284364284364283
alpha-Pinene,Mitraphylline,0.04277996251240398
beta-D-Glucosamine,2'-Hydroxygenistein,0.04277479277479278
Uracil,Methyl rosmarinate,0.04276973026973027
Labiatenic acid,Isolicoflavonol,0.04276675705247134
Pregnenolone,Oleic acid,0.042755244755244746
Succinic acid,Linoleic acid,0.04274702570157116
Trigonelline,Isoschaftoside,0.04274120940787608
Sigmoidin B,Trigonelline,0.04274120940787608
Palmitic acid,Scopoletin,0.04271003721553172
alpha-Tocopherol,"6,8-Diprenylgenistein",0.04268658171097195
p-Coumaric acid,Cryptotanshinone,0.04267972829845739
Echinatin,Salicylic acid,0.042654713707345276
Formononetin,Thiamine,0.042650047721041646
Citric acid,Vincamine,0.042646714987140504
Liquiritigenin,Quercetin,0.04261527945738471
trans-Zeatin,"6,8-Diprenylgenistein",0.0425944425944426
Adenosine,Mitraphylline,0.04259423441009119
beta-Carotene,Isoschaftoside,0.04259282384282384
beta-Carotene,Sigmoidin B,0.04259282384282384
Pregnenolone,Fumaric acid,0.0425907425907426
Vanillin,p-Coumaric acid,0.0425806077979991
Glycyrol,Riboflavin,0.04257884972170686
Cryptotanshinone,Isorhamnetin,0.042568542568542575
Loganic acid,Mitraphylline,0.04256612952265127
p-Coumaric acid,Chrysoeriol,0.0425432690878915
Phaseollidin,Kaempferol,0.04254304254304253
Kaempferol,Isorhamnetin 3-O-beta-D-glucopyranoside,0.04254304254304253
Uracil,Loganic acid,0.04251304251304251
Myoinositol,Chrysoeriol,0.04251012145748986
7-Hydroxycoumarin,Cholesterol,0.04250907822336395
Myristicin,beta-Monoolein,0.04250490888421924
Acetovanillone,Betulinic acid,0.04246717469857966
Formononetin,beta-Carotene,0.04244285126638067
alpha-Tocopherol,Succinic acid,0.04241656348086503
beta-D-Glucosamine,beta-Monoolein,0.042395104895104896
Punicalin,Miltirone,0.04233266733266733
9-Ribosyl-trans-zeatin,Succinic acid,0.04230834100963971
Liquiritin,"(6S,9R)-Roseoside",0.04227396535088843
Oleanolic acid,beta-D-Glucosamine,0.04226655697243933
Betulinic acid,(R)-linalool,0.04223554223554225
Chrysoeriol,Isorhamnetin,0.04222970012443696
Caffeic acid,Echinatin,0.04220779220779221
Miltirone,Sanguinarine,0.042187970759399326
7-Hydroxycoumarin,"3',4',7-Trihydroxyflavone",0.042180042180042183
Acetovanillone,Palmitic acid,0.042136185492828854
Coumestrol,Glycyrol,0.04211602351137235
Acetylursolic acid,Succinic acid,0.04211243302152393
"6,8-Diprenylgenistein",Acetylursolic acid,0.04211122211122211
Octadecanoic acid,Miltirone,0.04210234210234211
2'-Hydroxygenistein,Gancaonin U,0.0420975420975421
Mitraphylline,Spermidine,0.042070972505755116
Mitraphylline,Salicylic acid,0.042063961972428794
Guanosine,Isorhamnetin,0.04206210456210457
Naringin,Gancaonin U,0.04206210456210455
7-Hydroxycoumarin,(R)-linalool,0.04205794205794206
Isolicoflavonol,Loganic acid,0.042045256330970615
beta-D-Glucosamine,Formononetin,0.04202047952047952
"6,8-Diprenylgenistein",Fumaric acid,0.04200355200355201
Cryptotanshinone,Myoinositol,0.04197986249268299
Semilicoisoflavone B,Quinic acid,0.04197848187618009
Isorhamnetin 3-O-beta-D-glucopyranoside,Scopoletin,0.041969934827077685
Scopoletin,Phaseollidin,0.041969934827077685
"Methyl 3,4,5-trihydroxybenzoate",Glycyrol,0.041923461154230394
Glycyrol,Berberine,0.04191263282172373
trans-Zeatin,Myoinositol,0.04190733820363451
Chelerythrine,Echinatin,0.041905768649954704
"(6S,9R)-Roseoside",Isoferulic acid,0.0419001288566506
Acetylursolic acid,p-Coumaric acid,0.04189940494288322
Isoliquiritin,Mitraphylline,0.04188565058130276
Isoliquiritigenin,p-Coumaric acid,0.04188254809372822
Succinic acid,Isoferulic acid,0.04187117230595491
Miltirone,Oxalic acid,0.04186554186554186
Kaempferol,Myoinositol,0.041851041851041854
Uracil,Labiatenic acid,0.041849354349354356
Myoinositol,Isoferulic acid,0.04184382445252011
Isoliquiritigenin,Myoinositol,0.041839113267684684
(R)-linalool,Myristicin,0.041827138378862525
Succinic acid,Oleic acid,0.04182408500590319
Oestrone,Uracil,0.04181582306582307
Indole-3-acetic acid,Loganin,0.04181532752961325
alpha-Tocopherol,Isoschaftoside,0.041799663750883266
Sigmoidin B,alpha-Tocopherol,0.041799663750883266
Dihydrotanshinone I,Isoliquiritin,0.04179154179154179
2'-Hydroxygenistein,Phaseollidin,0.041791541791541785
2'-Hydroxygenistein,Isorhamnetin 3-O-beta-D-glucopyranoside,0.041791541791541785
Indole-3-acetic acid,(R)-linalool,0.04178678464392751
Liquiritigenin,Gallic acid,0.041786338661338664
Betulinic acid,beta-Carotene,0.04178586564950202
Labiatenic acid,Echinatin,0.041777666777666776
Glycyrrhetinic acid,Semilicoisoflavone B,0.041757155887590665
Rutin,Glycyrol,0.04174461901734628
Pregnenolone,"3',4',7-Trihydroxyflavone",0.0417049617049617
Vincamine,Naringin,0.04165534465534466
Sucrose,Indole-3-acetic acid,0.04164342151355139
Oleanolic acid,Gancaonin U,0.041639732816203416
"(6S,9R)-Roseoside",Oleic acid,0.041638123780980925
Isoliquiritin,Isolicoflavonol,0.041632970204398774
Liquiritigenin,L-Phenylalanine,0.041612233919926224
Sanguinarine,Liquiritigenin,0.041601255886970175
Coumarin,Isolicoflavonol,0.04156328216478593
Isorhamnetin,Tanshinone II,0.04156260406260407
Liquiritin,Isorhamnetin 3-O-beta-D-glucopyranoside,0.041539656924272306
Liquiritin,Phaseollidin,0.041539656924272306
Vanillin,"(6S,9R)-Roseoside",0.041527015552989585
Phaseollidin,Isoliquiritin,0.04151404151404152
Isoliquiritin,Isorhamnetin 3-O-beta-D-glucopyranoside,0.04151404151404152
Isorhamnetin 3-O-beta-D-glucopyranoside,Fumaric acid,0.0415084915084915
Phaseollidin,Fumaric acid,0.0415084915084915
Glycyrol,"3,4-Dihydroxybenzoic acid",0.0415006046584994
Tryptamine,Glycyrol,0.04147945078177636
Formononetin,Betulinic acid,0.04147723933820191
beta-Monoolein,Myoinositol,0.04147241647241648
Thiamine,Sucrose,0.041453843961680954
Chelerythrine,Glycycoumarin,0.04145079726475076
Semilicoisoflavone B,Apigenin,0.04144953667753244
2'-Hydroxygenistein,Vincamine,0.04142668142668143
Succinic acid,Protopine,0.04142322324140506
Succinic acid,(-)-Jasmonic acid,0.04142322324140506
Lycopene,Mitraphylline,0.0414096772792425
Pregnenolone,3-O-Caffeoylquinic acid,0.041384702254267484
"(6S,9R)-Roseoside",Naringin,0.04138004852290565
Uracil,Glycyrrhizic acid,0.041370088245088255
"(6S,9R)-Roseoside","3',4',7-Trihydroxyflavone",0.04136339850625565
Fumaric acid,p-Coumaric acid,0.04136153701371092
Palmitic acid,Sucrose,0.04132231404958678
Myoinositol,Tanshinone II,0.041308691308691296
p-Coumaric acid,Naringin,0.041303261955435856
Gancaonin U,Linoleic acid,0.04130244755244755
Glycyrrhizic acid,Isorhamnetin,0.041285103785103784
2'-Hydroxygenistein,"(6S,9R)-Roseoside",0.04122775551346979
Scopoletin,Indole-3-acetic acid,0.04120751697282309
Glycycoumarin,Salicylic acid,0.0412073306810149
Citric acid,Semilicoisoflavone B,0.04119469799395792
Acetovanillone,Indole-3-acetic acid,0.0411877083955006
Malic acid,Glycyrol,0.04117132867132867
Oleic acid,p-Coumaric acid,0.04114689658167918
Isoprene,Echinatin,0.041131944978098814
Palmitic acid,Thiamine,0.041115383290449586
Palmitic acid,Indole-3-acetic acid,0.041112733420425734
Dihydrotanshinone I,Loganic acid,0.04110472860472861
Miltirone,Vincristine,0.04108558108558108
Gibberellin A3,Isoschaftoside,0.04105664450492037
Gibberellin A3,Sigmoidin B,0.04105664450492037
Echinatin,Coumarin,0.04105324500061343
Glycycoumarin,Sanguinarine,0.041046255331969615
Glycyrol,Vitamin A,0.04104038818324534
3' 5'-cyclic AMP,Liquiritigenin,0.04102928321678322
Glycyrol,Vanillic acid,0.04102692179615257
beta-Monoolein,"6,8-Diprenylgenistein",0.041000666000666
Isoferulic acid,Gancaonin U,0.04097713880322576
Myoinositol,alpha-Tocopherol,0.040952723879553156
Vanillin,Succinic acid,0.040950784752437644
delta-Tocopherol,Isorhamnetin 3-O-beta-D-glucopyranoside,0.04092876820149548
delta-Tocopherol,Phaseollidin,0.04092876820149548
trans-Zeatin,Vincamine,0.04091612091612092
Oleanolic acid,p-Coumaric acid,0.040914328638113805
Myristicin,Acetovanillone,0.040887012673846534
delta-Tocopherol,Isorhamnetin,0.04088335906517725
Formononetin,Myristicin,0.04087697292565446
Glycycoumarin,Glycyrrhizic acid,0.04085497835497836
Gancaonin U,Oleic acid,0.04084665334665335
3-O-Caffeoylquinic acid,"6,8-Diprenylgenistein",0.04080701906788863
Glycyrol,"1,3,7-Trihydroxyxanthone",0.04079759526188096
6-Hydroxymellein,Miltirone,0.04079254079254079
beta-D-Glucosamine,Indole-3-acetic acid,0.04075388896817468
Gancaonin U,Liquiritin,0.04073704073704074
Glycycoumarin,Hirsutrin,0.04070596070596069
Glycycoumarin,Quinic acid,0.04070439364557012
Kaempferol,Vincamine,0.04070308070308071
beta-Carotene,7-Hydroxycoumarin,0.04066766566766567
Scopoletin,Pregnenolone,0.04063222491793921
p-Coumaric acid,2'-Hydroxygenistein,0.04063034497817105
Vincamine,Liquiritin,0.040620917543994474
Glycyrol,Naringenin,0.040595451060567334
beta-Monoolein,p-Coumaric acid,0.040589844937671024
Vanillin,Vincamine,0.04058123694487331
Naringin,Myoinositol,0.040525215525215506
Thiamine,Betulinic acid,0.04051538847777092
"6,8-Diprenylgenistein",Scopoletin,0.040428619000047565
beta-D-Glucosamine,beta-Carotene,0.04042051698301699
Indole-3-acetic acid,"3',4',7-Trihydroxyflavone",0.040394129679843974
Kaempferol,Semilicoisoflavone B,0.04037443167877949
Gibberellin A3,Pregnenolone,0.040359640359640375
Myoinositol,Acetylursolic acid,0.04035964035964037
Glycycoumarin,Octadecanoic acid,0.04035964035964036
Palmitic acid,Pregnenolone,0.040353492661184966
Mitraphylline,Coumarin,0.04031971080026001
delta-Tocopherol,Semilicoisoflavone B,0.040315415809486964
Tanshinone I,Sigmoidin B,0.04030378223926612
Tanshinone I,Isoschaftoside,0.04030378223926612
Miltirone,Loganic acid,0.04029304029304029
Formononetin,7-Hydroxycoumarin,0.04028604448772517
Benzoic acid,Miltirone,0.040273218844647414
Pregnenolone,beta-D-Glucosamine,0.04024975024975025
Pregnenolone,Cholesterol,0.04023976023976024
Isolicoflavonol,Methyl rosmarinate,0.04022168307882594
Vincamine,"3',4',7-Trihydroxyflavone",0.04021978021978022
Sigmoidin B,Liquiritin,0.040152155536770914
Liquiritin,Isoschaftoside,0.040152155536770914
Miltirone,Chelerythrine,0.040118795932749425
Glycycoumarin,L-Phenylalanine,0.040113732421424735
Pregnenolone,Sucrose,0.04010898192716375
Sucrose,Acetovanillone,0.04010865167889961
Acetylursolic acid,"(6S,9R)-Roseoside",0.04009324009324011
Uracil,Testosterone,0.04008803696303696
Uracil,Peucedanin,0.04008283383283383
Isorhamnetin,Naringenin,0.04004909818863307
beta-D-Glucosamine,9-Ribosyl-trans-zeatin,0.040031397174254316
Myoinositol,Vanillin,0.04002170668837336
Linoleic acid,Glycyrol,0.040019355644355645
Oestrone,Isolicoflavonol,0.0400036471465043
Gancaonin U,beta-Monoolein,0.039991258741258744
Semilicoisoflavone B,Chrysoeriol,0.03997718528610977
Tanshinone II,Semilicoisoflavone B,0.03996655518394649
p-Coumaric acid,Tanshinone I,0.039954435466356915
Cryptotanshinone,Semilicoisoflavone B,0.03995335767911019
"6,8-Diprenylgenistein",Oleanolic acid,0.03995122524534288
Gancaonin U,Vanillin,0.0399398581216763
Isorhamnetin,Methyl rosmarinate,0.039932289932289936
Vincamine,Isoferulic acid,0.03990791816878774
Cholesterol,"6,8-Diprenylgenistein",0.03990731490731492
Myoinositol,Liquiritin,0.03989647579391168
Labiatenic acid,Miltirone,0.03989528989528989
alpha-Terpinene,Dihydrotanshinone I,0.0398886827458256
Dihydrotanshinone I,(+)-S-Carvone,0.0398886827458256
4-Terpineol,Dihydrotanshinone I,0.0398886827458256
Isolicoflavonol,Glycyrrhizic acid,0.03988075416646846
Fumaric acid,"(6S,9R)-Roseoside",0.039879168450597025
Indole-3-acetic acid,Betulinic acid,0.03985300413871842
p-Coumaric acid,alpha-Tocopherol,0.03985092320193061
Isorhamnetin 3-O-beta-D-glucopyranoside,Isoschaftoside,0.03984903984903985
Phaseollidin,Isoschaftoside,0.03984903984903985
Isorhamnetin 3-O-beta-D-glucopyranoside,Sigmoidin B,0.03984903984903985
Sigmoidin B,Phaseollidin,0.03984903984903985
2'-Hydroxygenistein,Isorhamnetin,0.03983853983853984
Myristicin,Palmitic acid,0.03983284619889395
Peucedanin,Isolicoflavonol,0.03983159697445411
Coumarin,Glycycoumarin,0.03982859246017141
Dihydrotanshinone I,Gallic acid,0.03981955544455545
"6,8-Diprenylgenistein",Acetovanillone,0.03981170344806708
Glycyrol,Myricetin,0.039803252303252316
Thiamine,Indole-3-acetic acid,0.039769343956536085
"6,8-Diprenylgenistein",Loganin,0.03976023976023976
Tryptamine,Uracil,0.03975772289725778
Gancaonin U,Fumaric acid,0.03975468975468976
Acetovanillone,Pregnenolone,0.03975115793297613
Oestrone,Mitraphylline,0.0397472093124267
Isorhamnetin 3-O-beta-D-glucopyranoside,Indole-3-acetic acid,0.039745968317396886
Indole-3-acetic acid,Phaseollidin,0.039745968317396886
Succinic acid,Kaempferol,0.03971213062122153
Scopoletin,beta-D-Glucosamine,0.03969691023262452
(R)-linalool,Isoschaftoside,0.03968808968808969
Sigmoidin B,(R)-linalool,0.03968808968808969
Adenosine,Echinatin,0.03968090732796615
Myoinositol,2'-Hydroxygenistein,0.03967003967003966
Glycyrol,Trigonelline,0.03966403966403966
Gancaonin U,Apigenin,0.03966358844407626
Vincamine,Acetylursolic acid,0.03962237762237763
Oleic acid,Myoinositol,0.03958818958818958
"6,8-Diprenylgenistein",Gibberellin A3,0.03957077405353268
Protopine,Glycyrol,0.03954933954933955
(-)-Jasmonic acid,Glycyrol,0.03954933954933955
trans-Zeatin,Semilicoisoflavone B,0.03947260468999599
p-Coumaric acid,Liquiritin,0.03946777859821338
Echinatin,Testosterone,0.03944180819180819
Fumaric acid,Myoinositol,0.03943587276920612
7-Hydroxycoumarin,Palmitic acid,0.03938918224632511
"(6S,9R)-Roseoside",alpha-Tocopherol,0.03938918224632511
3' 5'-cyclic AMP,Dihydrotanshinone I,0.03938249250749251
Acetovanillone,Isorhamnetin 3-O-beta-D-glucopyranoside,0.03936972118790301
Phaseollidin,Acetovanillone,0.03936972118790301
7-Hydroxycoumarin,Myristicin,0.03936293591466006
Ajmalicine,Sigmoidin B,0.03936063936063936
Ajmalicine,Isoschaftoside,0.03936063936063936
Palmitic acid,Betulinic acid,0.03935225613547293
Semilicoisoflavone B,"3',4',7-Trihydroxyflavone",0.039344713257756736
Gancaonin U,Tanshinone I,0.03933163610582966
trans-Zeatin,Isoschaftoside,0.039331039331039326
Sigmoidin B,trans-Zeatin,0.039331039331039326
Betulinic acid,Myristicin,0.03931700483424622
"3,4-Dihydroxybenzoic acid",Isolicoflavonol,0.03926774979406558
Liquiritigenin,Labiatenic acid,0.03925935175935177
Loganin,Vincamine,0.03925407925407926
Glycyrol,Folic acid,0.03923933209647495
"6,8-Diprenylgenistein",Tanshinone I,0.039182323053290787
7-Hydroxycoumarin,Sucrose,0.03915564954525995
Isoliquiritigenin,Semilicoisoflavone B,0.039152359028135436
Spermidine,Isolicoflavonol,0.03915132486561058
Isoprene,Isolicoflavonol,0.03914766552129189
Isoferulic acid,p-Coumaric acid,0.03912155897033025
Protopine,(-)-Jasmonic acid,0.03905970572637239
Echinatin,Ajmalicine,0.039048451548451546
Oleic acid,Vincamine,0.03902597402597402
(R)-linalool,Pregnenolone,0.03901431901431903
Methyl rosmarinate,Miltirone,0.03896103896103896
3-O-Caffeoylquinic acid,beta-D-Glucosamine,0.03896103896103896
Pregnenolone,beta-Carotene,0.038958541458541454
Oxalic acid,Echinatin,0.03893328893328893
Pregnenolone,Oleanolic acid,0.03887289181406829
Lycopene,Miltirone,0.03885697635697636
Isorhamnetin,Loganic acid,0.03879453879453879
Sucrose,Betulinic acid,0.038790410691237134
Glycycoumarin,Testosterone,0.03877788877788877
Sucrose,Myristicin,0.03877627075119238
Tryptamine,Isolicoflavonol,0.03875858360908196
Ellagic acid,Glycycoumarin,0.03874458874458875
Acetylursolic acid,Semilicoisoflavone B,0.03873517786561267
"Methyl 3,4,5-trihydroxybenzoate",Uracil,0.03872836565144257
Ajmalicine,Mitraphylline,0.03870911696998654
Pregnenolone,Tanshinone I,0.03867100641294192
Gancaonin U,Riboflavin,0.03865182436611008
Fumaric acid,Semilicoisoflavone B,0.03864541255845603
Isolicoflavonol,Testosterone,0.03863874221017078
Glycycoumarin,Serotonin,0.038637832755479815
"3',4',7-Trihydroxyflavone",Myoinositol,0.038615705282371945
Isorhamnetin,Liquiritin,0.038564000102461644
Coumestrol,Isolicoflavonol,0.03855502194372626
Isorhamnetin,Isoprene,0.038551192397346244
Peucedanin,Echinatin,0.03853646353646353
Myristicin,Indole-3-acetic acid,0.03852182300458163
Rutin,Isolicoflavonol,0.03848676575949303
Phaseollidin,Gibberellin A3,0.038484504001745384
Isorhamnetin 3-O-beta-D-glucopyranoside,Gibberellin A3,0.038484504001745384
delta-Tocopherol,Echinatin,0.03848424302969757
Uracil,Isoprene,0.03846153846153846
Liquiritigenin,Chelerythrine,0.038458634388866944
7-Hydroxycoumarin,Betulinic acid,0.038449285202531956
beta-D-Glucosamine,Acetovanillone,0.03839342475706112
Glycycoumarin,Oestrone,0.03838106338106338
Salicylic acid,Miltirone,0.038376827850512066
Gibberellin A3,p-Coumaric acid,0.03836792892265156
Fumaric acid,Vincamine,0.03834432234432235
Fisetin,Liquiritigenin,0.03832625707625708
3-O-Caffeoylquinic acid,Myoinositol,0.038319168753951374
Semilicoisoflavone B,Vanillin,0.03831609760463516
Formononetin,Indole-3-acetic acid,0.03830098472955616
Gancaonin U,Citric acid,0.03826315528443189
beta-D-Glucosamine,Myristicin,0.03825484859967619
(R)-linalool,"6,8-Diprenylgenistein",0.03825174825174825
Loganin,"(6S,9R)-Roseoside",0.03824746681889538
Thiamine,Pregnenolone,0.03824451410658308
Vincamine,delta-Tocopherol,0.03824175824175824
7-Hydroxycoumarin,Loganin,0.03823953823953824
Labiatenic acid,Mitraphylline,0.0382250599641904
beta-Carotene,Succinic acid,0.03822314049586777
Mitraphylline,Methyl rosmarinate,0.038208168642951255
Folic acid,Isorhamnetin,0.03820465249036678
Ajmalicine,Uracil,0.03819930069930069
