Senyawa1,Senyawa2,Topology Score
Sigmoidin B,Kaempferol 3-glucuronide,0.252413745805
Riboflavin,Glisoflavone,0.252384706877
Riboflavin,Isobavachalcone,0.252384706877
Glycyrrhisoflavone,Riboflavin,0.252384706877
"3',4',7-Trihydroxyflavone",Cholesterol,0.252137355697
beta-D-Glucosamine,Vincristine,0.251825076709
Licuroside,Formononetin,0.251695429758
Hirsutrin,Gancaonin U,0.25166011175
Succinic acid,Glycyrol,0.251559645194
Sweroside,Vanillin,0.251383664033
Chelerythrine,Phaseollidin,0.251299177635
Acetovanillone,Glycyrrhizic acid,0.251197604706
Acetylursolic acid,Miltirone,0.251145187296
Tetrahydroalstonine,Sweroside,0.250953225708
3-O-Caffeoylquinic acid,Licuroside,0.250534529261
Licuroside,trans-Zeatin,0.250521596315
Isoprene,Echinatin,0.250330827567
Vindoline,Vincristine,0.250239041877
Coumarin,Licuroside,0.250208725758
Serotonin,Isoglycyrol,0.250058807549
p-Coumaric acid,Serotonin,0.249958435689
Naringenin,beta-Monoolein,0.24989057857
"(6S,9R)-Roseoside",Licuroside,0.249856259278
3-O-Caffeoylquinic acid,"3',4',7-Trihydroxyflavone",0.249719423514
Licuroside,Isoglycyrol,0.249656873472
Miltirone,Rutin,0.249451418318
7-Hydroxycoumarin,Licuroside,0.249423360223
Vindoline,Dihydrotanshinone I,0.249405147461
Glycyrrhizic acid,7-Hydroxycoumarin,0.249331174728
Protopine,Isoliquiritigenin,0.249204418336
Indole-3-acetic acid,Isorhamnetin,0.249116716608
Oxalic acid,Kaempferol 3-glucuronide,0.249106143404
Glycyrol,Fisetin,0.24903955512
Licuroside,Isolicoflavonol,0.248883553723
Vindoline,Fisetin,0.248877143364
Kaempferol 3-glucuronide,Isoglycyrol,0.248781292701
Ferruginol,Guanosine,0.248457638655
Isorhamnetin 3-O-beta-D-glucopyranoside,Ferruginol,0.248457638655
Ferruginol,9-Ribosyl-trans-zeatin,0.248457638655
Trigonelline,Sweroside,0.248322816316
Vincamine,Licuroside,0.248137739492
Uracil,Licuroside,0.248137739492
Pregnenolone,Licuroside,0.248137739492
Ajmalicine,Gancaonin U,0.248061743099
6-Hydroxymellein,Ajmalicine,0.248025181495
Spermidine,Semilicoisoflavone B,0.24793416243
Mitraphylline,Spermidine,0.24793416243
Tanshinone I,Licuroside,0.247712175357
Linoleic acid,Glycyrrhisoflavone,0.247520372245
Linoleic acid,Glisoflavone,0.247520372245
Linoleic acid,Isobavachalcone,0.247520372245
Myoinositol,Licuroside,0.247501920957
Acetylursolic acid,Kaempferol 3-glucuronide,0.24728987424
Protopine,Octadecanoic acid,0.247219302359
Glycyrrhisoflavone,Glycyrol,0.247117260302
Glycyrol,Isobavachalcone,0.247117260302
Glisoflavone,Glycyrol,0.247117260302
3-O-Caffeoylquinic acid,Isorhamnetin,0.247048213678
Tetrahydroalstonine,Linoleic acid,0.246944694617
Dihydrotanshinone I,Sigmoidin B,0.246916615688
Phaseollidin,Ellagic acid,0.246678835417
Miltirone,Oxalic acid,0.246671747053
Isoferulic acid,Serotonin,0.246648489293
Licuroside,Myricetin,0.246622656124
Isobavachalcone,Thiamine,0.246422978422
Thiamine,Glycyrrhisoflavone,0.246422978422
Glisoflavone,Thiamine,0.246422978422
Thiamine,Licuroside,0.246356161154
Quinic acid,Succinic acid,0.246329833657
Thiamine,Sweroside,0.246284758162
alpha-Pinene,Glisoflavone,0.246005712678
Glycyrrhisoflavone,alpha-Pinene,0.246005712678
Isobavachalcone,alpha-Pinene,0.246005712678
Glycyrrhisoflavone,Sucrose,0.245947133234
Glisoflavone,Sucrose,0.245947133234
Isobavachalcone,Sucrose,0.245947133234
Glycyrol,Isoschaftoside,0.245502848687
Kaempferol 3-glucuronide,Isolicoflavonol,0.245488230442
Hirsutrin,3' 5'-cyclic AMP,0.245394693381
Isoprene,trans-Zeatin,0.245378145651
Fisetin,Glycycoumarin,0.245064174411
Tetrahydroalstonine,p-Coumaric acid,0.24504402057
Acetylursolic acid,Spermine,0.244813794693
Spermidine,Acetovanillone,0.244556941665
Punicalin,Vindoline,0.244525590754
Semilicoisoflavone B,Labiatenic acid,0.244292014236
Labiatenic acid,Mitraphylline,0.244292014236
Cholesterol,Tetrahydroalstonine,0.244095749366
Sigmoidin B,"(6S,9R)-Roseoside",0.244053046015
Lycopene,Echinatin,0.244021875398
p-Coumaric acid,Isoliquiritin,0.243984212755
Glisoflavone,Ferruginol,0.243970596125
Isobavachalcone,Ferruginol,0.243970596125
Ferruginol,Glycyrrhisoflavone,0.243970596125
Isoferulic acid,Sweroside,0.243878562647
Licuroside,Fumaric acid,0.243778358528
Gallic acid,Echinatin,0.243734002643
Phaseollidin,Adenosine,0.243698508481
Fisetin,beta-Monoolein,0.243596448276
Licuroside,Glycyrrhizic acid,0.243533599713
Glycycoumarin,Licuroside,0.243508289142
Echinatin,Isoferulic acid,0.243468906665
Licuroside,Folic acid,0.24338683227
Isorhamnetin,Linoleic acid,0.243281439841
Fisetin,"(6S,9R)-Roseoside",0.243227917862
Licuroside,Vitamin A,0.243225622453
Testosterone,Echinatin,0.243155359234
(-)-Jasmonic acid,delta-Tocopherol,0.243038175728
Sigmoidin B,Acetylursolic acid,0.243018695838
Fisetin,beta-D-Glucosamine,0.242819597502
Licuroside,Testosterone,0.24258461922
Citric acid,Echinatin,0.242547063583
Licuroside,Myristicin,0.242098666714
Gibberellin A3,Licuroside,0.24188239752
Isoprene,9-Ribosyl-trans-zeatin,0.241758156354
p-Coumaric acid,Spermidine,0.241692177586
Isolicoflavonol,Spermidine,0.241659456157
Fisetin,Acetovanillone,0.241647504739
(R)-linalool,Licuroside,0.241620197694
Isoglycyrol,Spermidine,0.24129670778
Licuroside,Tanshinone II,0.241296438743
Isoprene,Isorhamnetin 3-O-beta-D-glucopyranoside,0.241008017226
Punicalin,Glycycoumarin,0.240966657533
beta-D-Glucosamine,"3',4',7-Trihydroxyflavone",0.240942400417
Hirsutrin,6-Hydroxymellein,0.240848902591
Sanguinarine,Gancaonin U,0.240839779367
alpha-Tocopherol,Licuroside,0.240792989625
Benzoic acid,Echinatin,0.240619362121
Licuroside,Vanillin,0.240608937816
Isoliquiritin,Benzoic acid,0.240601957116
Uracil,Fisetin,0.240486260751
Vincamine,Fisetin,0.240486260751
Pregnenolone,Fisetin,0.240486260751
Sigmoidin B,Uracil,0.240433625474
Vincamine,Sigmoidin B,0.240433625474
Sigmoidin B,Pregnenolone,0.240433625474
Protopine,Myristicin,0.24037386115
Sucrose,Dihydrotanshinone I,0.240366828744
Licuroside,Tryptamine,0.240196570072
Vindoline,Oxalic acid,0.2400691144
Glycyrrhisoflavone,Gancaonin U,0.240043740042
Gancaonin U,Isobavachalcone,0.240043740042
Gancaonin U,Glisoflavone,0.240043740042
alpha-Pinene,Quinic acid,0.239999099409
Glisoflavone,Isoprene,0.239920851196
Isobavachalcone,Isoprene,0.239920851196
Glycyrrhisoflavone,Isoprene,0.239920851196
Kaempferol 3-glucuronide,Isoschaftoside,0.239835242383
Licuroside,Chrysoeriol,0.239812473048
Licuroside,"6,8-Diprenylgenistein",0.239788861741
Glycyrrhetinic acid,Licuroside,0.239733022107
Fisetin,Isoglycyrol,0.239690171292
Glycyrrhisoflavone,Folic acid,0.239661599504
Isobavachalcone,Folic acid,0.239661599504
Glisoflavone,Folic acid,0.239661599504
Riboflavin,Quinic acid,0.239649372901
Vindoline,Glycyrrhizic acid,0.239565520382
Fisetin,Isoferulic acid,0.239485755059
Rutin,6-Hydroxymellein,0.23932923622
Glycycoumarin,Scopoletin,0.239197409686
Sweroside,Fisetin,0.239134372214
Chelerythrine,beta-D-Glucosamine,0.239084203718
Echinatin,Trigonelline,0.239079509365
Gancaonin U,Dihydrotanshinone I,0.239002054469
L-Phenylalanine,beta-Monoolein,0.238851020688
Malic acid,Licuroside,0.238847366754
beta-Carotene,Ferruginol,0.238683288839
p-Coumaric acid,Vindoline,0.238628573055
Guanosine,Kaempferol 3-glucuronide,0.238626821234
Kaempferol 3-glucuronide,Isorhamnetin 3-O-beta-D-glucopyranoside,0.238626821234
9-Ribosyl-trans-zeatin,Kaempferol 3-glucuronide,0.238626821234
Vindoline,Folic acid,0.238600185468
Glycyrrhizic acid,Ferruginol,0.238555985478
Myoinositol,Vindoline,0.23838305693
Licuroside,2'-Hydroxygenistein,0.238111906201
Semilicoisoflavone B,Kaempferol 3-glucuronide,0.237998820249
Kaempferol 3-glucuronide,Mitraphylline,0.237998820249
Ferruginol,Acetylursolic acid,0.237963711523
Myoinositol,Sigmoidin B,0.237755359105
Glycyrrhisoflavone,Isoglycyrol,0.237731230738
Isoglycyrol,Isobavachalcone,0.237731230738
Isoglycyrol,Glisoflavone,0.237731230738
Kaempferol 3-glucuronide,Dihydrotanshinone I,0.237692502328
Acetovanillone,Serotonin,0.237622614965
Succinic acid,Isoglycyrol,0.237485643808
Isoschaftoside,Mitraphylline,0.237463295912
Semilicoisoflavone B,Isoschaftoside,0.237463295912
Berberine,Kaempferol 3-glucuronide,0.237347911059
Isobavachalcone,Betulinic acid,0.237345143773
Glycyrrhisoflavone,Betulinic acid,0.237345143773
Betulinic acid,Glisoflavone,0.237345143773
Glycyrrhizic acid,Isorhamnetin 3-O-beta-D-glucopyranoside,0.237236605572
9-Ribosyl-trans-zeatin,Riboflavin,0.237115529861
"3',4',7-Trihydroxyflavone",Sucrose,0.236995593975
Isobavachalcone,Kaempferol,0.236722092575
Kaempferol,Glycyrrhisoflavone,0.236722092575
Kaempferol,Glisoflavone,0.236722092575
Kaempferol 3-glucuronide,beta-D-Glucosamine,0.236534871877
Licuroside,Indole-3-acetic acid,0.236510229441
Gibberellin A3,Protopine,0.236331740964
Spermine,Sweroside,0.236315208186
Licuroside,Coumestrol,0.236181189704
Spermine,Tetrahydroalstonine,0.236132321129
Isorhamnetin 3-O-beta-D-glucopyranoside,Riboflavin,0.236011797169
Sigmoidin B,Myricetin,0.235999918305
Isoschaftoside,Isoglycyrol,0.235943632062
Protopine,Fumaric acid,0.235926907594
Acetylursolic acid,Glycycoumarin,0.235875383978
Isorhamnetin,Labiatenic acid,0.235816572387
Tanshinone I,Isoschaftoside,0.235624890812
Liquiritigenin,Fisetin,0.235522269789
Myricetin,Isoschaftoside,0.235517445537
Tetrahydroalstonine,Isoferulic acid,0.235497876848
Tanshinone I,Glycyrrhisoflavone,0.235486326491
Tanshinone I,Glisoflavone,0.235486326491
Tanshinone I,Isobavachalcone,0.235486326491
Gancaonin U,N6-(delta2-Isopentenyl)adenine,0.235296770246
6-Hydroxymellein,N6-(delta2-Isopentenyl)adenine,0.235260208642
Licuroside,"1,3,7-Trihydroxyxanthone",0.23487567492
Isoferulic acid,Sigmoidin B,0.234873045924
Ferruginol,(-)-Jasmonic acid,0.234848532795
Oestrone,Isoliquiritin,0.234782629046
Protopine,Ferruginol,0.23469018016
Glycyrrhizic acid,9-Ribosyl-trans-zeatin,0.234578442098
Palmitic acid,Fisetin,0.234466336489
Sigmoidin B,Mitraphylline,0.234315119235
Semilicoisoflavone B,Sigmoidin B,0.234315119235
Tetrahydroalstonine,Quercetin,0.234171742481
Sigmoidin B,Fumaric acid,0.234137945518
9-Ribosyl-trans-zeatin,Octadecanoic acid,0.234074284073
Myricetin,beta-Monoolein,0.234048461466
Isolicoflavonol,Isoschaftoside,0.233895550713
Protopine,Myoinositol,0.233718608667
Vindoline,Vincamine,0.233483145571
Pregnenolone,Vindoline,0.233483145571
Vindoline,Uracil,0.233483145571
Sigmoidin B,Quercetin,0.23344214899
Isorhamnetin 3-O-beta-D-glucopyranoside,Octadecanoic acid,0.23321625617
Kaempferol 3-glucuronide,beta-Monoolein,0.232852700689
Betulinic acid,Licuroside,0.23285260377
Citric acid,Licuroside,0.232795232781
Protopine,Thiamine,0.232707883926
Chelerythrine,Oxalic acid,0.232703858122
(-)-Jasmonic acid,3' 5'-cyclic AMP,0.232576630255
Isoschaftoside,Quercetin,0.232470915881
Salicylic acid,Isoliquiritin,0.232465325886
Vindoline,Tanshinone I,0.232428115763
"(6S,9R)-Roseoside",Isoschaftoside,0.232419796487
Ferruginol,Serotonin,0.232406871761
Tetrahydroalstonine,Spermidine,0.232388756857
Uracil,Isoschaftoside,0.232356123689
Isoschaftoside,Pregnenolone,0.232356123689
Vincamine,Isoschaftoside,0.232356123689
3' 5'-cyclic AMP,Isorhamnetin 3-O-beta-D-glucopyranoside,0.232339192466
beta-Carotene,Echinatin,0.232302313046
Gibberellin A3,Sigmoidin B,0.23227916774
Liquiritigenin,beta-Monoolein,0.232247489929
Spermidine,Vindoline,0.232197020157
7-Hydroxycoumarin,Isoschaftoside,0.232069476236
Quinic acid,Sucrose,0.232030810648
Glycycoumarin,Naringenin,0.231846859424
alpha-Pinene,9-Ribosyl-trans-zeatin,0.231584565053
Fisetin,Miltirone,0.231502346041
Trigonelline,Isoliquiritin,0.231479557599
Punicalin,Isorhamnetin,0.231385543714
Isoliquiritin,"Methyl 3,4,5-trihydroxybenzoate",0.231327969242
Vitamin A,Sigmoidin B,0.231327911258
Isoschaftoside,trans-Zeatin,0.231292128839
delta-Tocopherol,Liquiritigenin,0.231182698602
Isoliquiritin,Vanillic acid,0.231124436899
Licuroside,Oleic acid,0.231112169757
Isobavachalcone,Gallic acid,0.231097311966
Gallic acid,Glisoflavone,0.231097311966
Gallic acid,Glycyrrhisoflavone,0.231097311966
Isoliquiritin,Isoferulic acid,0.231014773024
Vindoline,Acetylursolic acid,0.230931840566
Testosterone,Sigmoidin B,0.2308992026
Sigmoidin B,Isolicoflavonol,0.230747374036
Sigmoidin B,(R)-linalool,0.230620681472
Isorhamnetin 3-O-beta-D-glucopyranoside,alpha-Pinene,0.230604696115
Indole-3-acetic acid,Vindoline,0.230596490331
3-O-Caffeoylquinic acid,Isoprene,0.230486162403
Dihydrotanshinone I,Isorhamnetin,0.230420951812
"(6S,9R)-Roseoside",beta-Monoolein,0.230310244431
Isoschaftoside,Myoinositol,0.23015796422
Glycyrrhizic acid,Glycyrol,0.230014703428
Isobavachalcone,L-Phenylalanine,0.229955065731
L-Phenylalanine,Glisoflavone,0.229955065731
L-Phenylalanine,Glycyrrhisoflavone,0.229955065731
Isoliquiritigenin,Glycycoumarin,0.229925492468
Isoschaftoside,p-Coumaric acid,0.229892147793
Isoschaftoside,Tanshinone II,0.229724485721
Sigmoidin B,Trigonelline,0.229659043659
Glycycoumarin,Vanillin,0.229496429365
Dihydrotanshinone I,Glycyrol,0.229318978583
Thiamine,Isoschaftoside,0.229170311305
Indole-3-acetic acid,Sigmoidin B,0.229103817265
Myristicin,Isorhamnetin 3-O-beta-D-glucopyranoside,0.229082367757
beta-Monoolein,Thiamine,0.228957632085
Echinatin,Kaempferol 3-glucuronide,0.228917726579
"3,4-Dihydroxybenzoic acid",Isoliquiritin,0.228905633786
Tryptamine,Isoschaftoside,0.228903433481
Isoliquiritin,Formononetin,0.228768200137
Glycyrrhetinic acid,Isoschaftoside,0.228716209889
Chrysoeriol,Isoschaftoside,0.22862146706
Glycycoumarin,Rutin,0.228378110404
Chelerythrine,Methyl rosmarinate,0.228322259193
Glycycoumarin,Peucedanin,0.228215432253
Glycycoumarin,Tryptamine,0.228194058932
Vindoline,Spermine,0.228170269289
Liquiritin,Glycycoumarin,0.228155173101
Tanshinone II,Glycycoumarin,0.22814667558
Sigmoidin B,trans-Zeatin,0.228143952162
Isoschaftoside,Coumestrol,0.228132070068
"6,8-Diprenylgenistein",Vindoline,0.228059756239
4-Terpineol,Echinatin,0.228047106079
Echinatin,alpha-Terpinene,0.228047106079
(+)-S-Carvone,Echinatin,0.228047106079
Isorhamnetin 3-O-beta-D-glucopyranoside,Vincristine,0.228044064951
Citric acid,Isorhamnetin 3-O-beta-D-glucopyranoside,0.22796514798
Fumaric acid,Isoschaftoside,0.227921645112
Glycyrrhisoflavone,Acetovanillone,0.227891774505
Acetovanillone,Glisoflavone,0.227891774505
Acetovanillone,Isobavachalcone,0.227891774505
Isoschaftoside,Myristicin,0.227729131305
Quinic acid,Kaempferol 3-glucuronide,0.227674131985
Testosterone,Isoschaftoside,0.227671227985
Glycycoumarin,Labiatenic acid,0.227571427279
Malic acid,Isoschaftoside,0.227552051302
Isoschaftoside,Peucedanin,0.22741924726
Kaempferol 3-glucuronide,Acetovanillone,0.227333025815
9-Ribosyl-trans-zeatin,Myristicin,0.227314651832
Isoschaftoside,Isoferulic acid,0.227189278548
Citric acid,Sigmoidin B,0.227174666736
Glycycoumarin,Glycyrrhetinic acid,0.227114898764
Vindoline,Oleanolic acid,0.226984485507
Isoschaftoside,Vitamin A,0.226959551555
Chrysoeriol,Glycycoumarin,0.226833144946
9-Ribosyl-trans-zeatin,Citric acid,0.226816691725
p-Coumaric acid,Sigmoidin B,0.226743971116
Lycopene,Sweroside,0.226656594629
Isoschaftoside,2'-Hydroxygenistein,0.226572344166
Isoschaftoside,Folic acid,0.226563690175
Gibberellin A3,Isorhamnetin 3-O-beta-D-glucopyranoside,0.226525286361
Liquiritigenin,Vindoline,0.226445838579
Isoschaftoside,Vanillic acid,0.226340948232
Ferruginol,Tetrahydroalstonine,0.226278534988
"6,8-Diprenylgenistein",Glycycoumarin,0.226273341221
Quinic acid,Acetylursolic acid,0.226241536944
Glycyrrhizic acid,Isoglycyrol,0.226148332956
Rutin,Sigmoidin B,0.226091458134
Vindoline,Thiamine,0.225971822452
Gibberellin A3,Isoschaftoside,0.225948528155
Echinatin,Isolicoflavonol,0.225946227724
Tanshinone I,Glycycoumarin,0.225940807898
Liquiritigenin,Sweroside,0.225651001915
Isoschaftoside,Vanillin,0.225622765457
Isoschaftoside,Coumarin,0.225521500383
Fisetin,Sucrose,0.225520747734
Miltirone,Vincristine,0.225346621711
Echinatin,Uracil,0.225122534487
Pregnenolone,Echinatin,0.225122534487
Echinatin,Vincamine,0.225122534487
2'-Hydroxygenistein,Glycycoumarin,0.225095422934
Labiatenic acid,Isolicoflavonol,0.225069692121
Isoschaftoside,alpha-Tocopherol,0.224925269234
Isorhamnetin 3-O-beta-D-glucopyranoside,Benzoic acid,0.224918827255
Glycycoumarin,Vanillic acid,0.224895660698
Vindoline,Vanillin,0.224781216318
9-Ribosyl-trans-zeatin,Fumaric acid,0.22476050864
(R)-linalool,Isoschaftoside,0.224578661938
Coumarin,Isoliquiritin,0.224482742031
beta-Monoolein,Isoferulic acid,0.224459864521
Ferruginol,Labiatenic acid,0.224452527734
9-Ribosyl-trans-zeatin,Gibberellin A3,0.224432711672
Sigmoidin B,Benzoic acid,0.224366481979
Fumaric acid,Isorhamnetin 3-O-beta-D-glucopyranoside,0.224312040843
"3,4-Dihydroxybenzoic acid",Glycycoumarin,0.224249880843
beta-Monoolein,Vindoline,0.224238922471
Isoliquiritin,Peucedanin,0.22420467738
Isolicoflavonol,Succinic acid,0.224170582395
Isobavachalcone,Gibberellin A3,0.224136590665
Glycyrrhisoflavone,Gibberellin A3,0.224136590665
Glisoflavone,Gibberellin A3,0.224136590665
Semilicoisoflavone B,Succinic acid,0.224118690832
Mitraphylline,Succinic acid,0.224118690832
Glisoflavone,Fumaric acid,0.224008033853
Fumaric acid,Isobavachalcone,0.224008033853
Glycyrrhisoflavone,Fumaric acid,0.224008033853
"Methyl 3,4,5-trihydroxybenzoate",Isoschaftoside,0.223977224002
9-Ribosyl-trans-zeatin,Vincristine,0.223976923663
Myoinositol,Echinatin,0.22392359996
Coumestrol,Glycycoumarin,0.223803639262
Lycopene,Isorhamnetin,0.223725006216
Quercetin,Glisoflavone,0.223593586718
Isobavachalcone,Quercetin,0.223593586718
Quercetin,Glycyrrhisoflavone,0.223593586718
Isoschaftoside,"1,3,7-Trihydroxyxanthone",0.223587010314
Isoschaftoside,Trigonelline,0.223549344092
Coumarin,Glycycoumarin,0.22346992066
Isoschaftoside,Indole-3-acetic acid,0.223332126095
Kaempferol 3-glucuronide,Tetrahydroalstonine,0.223252593498
Glisoflavone,Vitamin A,0.223234446095
Isobavachalcone,Vitamin A,0.223234446095
Glycyrrhisoflavone,Vitamin A,0.223234446095
Isoliquiritin,Ellagic acid,0.222906294314
Succinic acid,Liquiritigenin,0.222802226098
"6,8-Diprenylgenistein",Isoschaftoside,0.222735468234
Vindoline,Succinic acid,0.222524306227
Glisoflavone,(R)-linalool,0.222509654953
Isobavachalcone,(R)-linalool,0.222509654953
Glycyrrhisoflavone,(R)-linalool,0.222509654953
p-Coumaric acid,Succinic acid,0.222161580658
Isoglycyrol,Dihydrotanshinone I,0.222135090962
Formononetin,Isoschaftoside,0.222030358149
Isoschaftoside,Benzoic acid,0.221691018648
Isoschaftoside,Oestrone,0.221685170439
Benzoic acid,9-Ribosyl-trans-zeatin,0.221657900068
Isoschaftoside,Salicylic acid,0.221571802935
N6-(delta2-Isopentenyl)adenine,Sweroside,0.221529696815
Ajmalicine,Liquiritigenin,0.221252566655
3' 5'-cyclic AMP,9-Ribosyl-trans-zeatin,0.221177610281
Isorhamnetin 3-O-beta-D-glucopyranoside,Testosterone,0.220762231097
beta-D-Glucosamine,3-O-Caffeoylquinic acid,0.220587096535
Echinatin,Semilicoisoflavone B,0.220472152053
Echinatin,Mitraphylline,0.220472152053
3-O-Caffeoylquinic acid,beta-Monoolein,0.220370012896
Licuroside,Quercetin,0.220331864041
"3,4-Dihydroxybenzoic acid",Isoschaftoside,0.21995185776
Vindoline,7-Hydroxycoumarin,0.219787704898
Adenosine,Isoliquiritin,0.219750314238
Trigonelline,beta-Monoolein,0.21968841717
"1,3,7-Trihydroxyxanthone",Glycycoumarin,0.219454285846
Echinatin,"(6S,9R)-Roseoside",0.219236218264
Isoschaftoside,Citric acid,0.219175804598
Salicylic acid,Glycycoumarin,0.219115326401
Isorhamnetin,(-)-Jasmonic acid,0.218699568965
Scopoletin,beta-Monoolein,0.218698540842
Methyl rosmarinate,Ellagic acid,0.218599818142
Protopine,Isorhamnetin,0.218523202877
Liquiritigenin,3' 5'-cyclic AMP,0.218224289283
Testosterone,9-Ribosyl-trans-zeatin,0.217970308786
beta-Monoolein,Acetovanillone,0.217706920513
Methyl rosmarinate,Tanshinone I,0.217287016013
N6-(delta2-Isopentenyl)adenine,Kaempferol 3-glucuronide,0.217277949672
Isorhamnetin,Acetylursolic acid,0.217128764296
N6-(delta2-Isopentenyl)adenine,Vindoline,0.217107731049
Betulinic acid,Isoschaftoside,0.217023147296
Oleic acid,Isoschaftoside,0.217017223574
Acetovanillone,Dihydrotanshinone I,0.216709672139
Liquiritigenin,Kaempferol 3-glucuronide,0.216357365203
Echinatin,trans-Zeatin,0.216211783443
Glisoflavone,Testosterone,0.216053660099
Testosterone,Glycyrrhisoflavone,0.216053660099
Testosterone,Isobavachalcone,0.216053660099
delta-Tocopherol,Miltirone,0.216034186386
Punicalin,Ferruginol,0.215819848277
Berberine,Gancaonin U,0.215710147332
Glycyrol,Ajmalicine,0.215687407109
Berberine,6-Hydroxymellein,0.215673585728
Ajmalicine,Acetovanillone,0.215549129771
Fisetin,Gancaonin U,0.215487067509
Echinatin,Chelerythrine,0.215454558123
Cholesterol,Protopine,0.215284548166
Echinatin,3-O-Caffeoylquinic acid,0.215083014012
Citric acid,Glycyrrhisoflavone,0.214807703198
Citric acid,Glisoflavone,0.214807703198
Isobavachalcone,Citric acid,0.214807703198
Gancaonin U,Quinic acid,0.214769426774
Glycyrrhisoflavone,Benzoic acid,0.214503532873
Isobavachalcone,Benzoic acid,0.214503532873
Benzoic acid,Glisoflavone,0.214503532873
Semilicoisoflavone B,Ajmalicine,0.213966905474
Ajmalicine,Mitraphylline,0.213966905474
"3',4',7-Trihydroxyflavone",Ajmalicine,0.213585454023
beta-Carotene,Vindoline,0.213527539839
Protopine,delta-Tocopherol,0.213292802248
Isobavachalcone,Lycopene,0.213285743502
Lycopene,Glycyrrhisoflavone,0.213285743502
Lycopene,Glisoflavone,0.213285743502
Liquiritigenin,N6-(delta2-Isopentenyl)adenine,0.213110407364
Ajmalicine,"(6S,9R)-Roseoside",0.212759295816
Miltirone,Quercetin,0.212727459642
Liquiritigenin,beta-Carotene,0.212129232773
Methyl rosmarinate,Oxalic acid,0.212127390988
Coumestrol,Methyl rosmarinate,0.212095566089
Miltirone,Testosterone,0.211822131512
Ajmalicine,p-Coumaric acid,0.211674733192
Serotonin,Tetrahydroalstonine,0.211618634474
Echinatin,p-Coumaric acid,0.211607554538
Miltirone,Citric acid,0.21128840389
Oxalic acid,Echinatin,0.211224303291
alpha-Terpinene,Ferruginol,0.210851582064
(+)-S-Carvone,Ferruginol,0.210851582064
Ferruginol,4-Terpineol,0.210851582064
Benzoic acid,Miltirone,0.210304597944
Semilicoisoflavone B,Glycyrrhizic acid,0.210236048305
Glycyrol,Isoprene,0.209924892834
Vindoline,Miltirone,0.209836520776
Mitraphylline,Glycyrrhizic acid,0.209629534109
Ajmalicine,Pregnenolone,0.209620884985
Vincamine,Ajmalicine,0.209620884985
Ajmalicine,Uracil,0.209620884985
Isolicoflavonol,Ajmalicine,0.209521632925
Sweroside,Serotonin,0.209520265378
Isorhamnetin,Vincristine,0.209341452358
Echinatin,Sweroside,0.20928909196
Mitraphylline,Fisetin,0.209250283779
Semilicoisoflavone B,Fisetin,0.209250283779
N6-(delta2-Isopentenyl)adenine,delta-Tocopherol,0.209146330606
N6-(delta2-Isopentenyl)adenine,Isorhamnetin,0.208891944753
Lycopene,Fisetin,0.208743614335
Isoferulic acid,Ajmalicine,0.208699458461
N6-(delta2-Isopentenyl)adenine,Succinic acid,0.208424659373
Gancaonin U,(-)-Jasmonic acid,0.208418339193
N6-(delta2-Isopentenyl)adenine,Cholesterol,0.208382197189
(-)-Jasmonic acid,6-Hydroxymellein,0.208381777588
Gancaonin U,Protopine,0.208334547303
Glycyrrhizic acid,Isolicoflavonol,0.208302173255
Protopine,6-Hydroxymellein,0.208297985699
Glycyrrhizic acid,p-Coumaric acid,0.20819829846
Indole-3-acetic acid,Ajmalicine,0.207956394085
Glycyrrhisoflavone,6-Hydroxymellein,0.207893305268
Isobavachalcone,6-Hydroxymellein,0.207893305268
Glisoflavone,6-Hydroxymellein,0.207893305268
Isoglycyrol,Ajmalicine,0.20733900158
6-Hydroxymellein,Dihydrotanshinone I,0.207279943738
Fisetin,6-Hydroxymellein,0.206615543898
Echinatin,beta-Monoolein,0.206177298027
p-Coumaric acid,Fisetin,0.206039375725
Protopine,3' 5'-cyclic AMP,0.206003856592
N6-(delta2-Isopentenyl)adenine,Glycyrol,0.205819156028
Isorhamnetin,Acetovanillone,0.205663935476
3-O-Caffeoylquinic acid,Liquiritigenin,0.205011036988
Isoprene,p-Coumaric acid,0.204811985089
Echinatin,delta-Tocopherol,0.204542247449
(-)-Jasmonic acid,Lycopene,0.204383918578
alpha-Pinene,Isorhamnetin,0.204336360438
Mitraphylline,Punicalin,0.204195841522
Semilicoisoflavone B,Punicalin,0.204195841522
Vindoline,Serotonin,0.204173991797
N6-(delta2-Isopentenyl)adenine,Tetrahydroalstonine,0.203973960739
Spermine,Gancaonin U,0.203335972178
Glycyrol,beta-D-Glucosamine,0.203308577615
6-Hydroxymellein,Spermine,0.203299410573
Isolicoflavonol,Fisetin,0.203023281761
Punicalin,p-Coumaric acid,0.202992176548
Succinic acid,Echinatin,0.202825922113
N6-(delta2-Isopentenyl)adenine,Acetovanillone,0.202784156917
Echinatin,Sanguinarine,0.202607505603
"(6S,9R)-Roseoside",Sweroside,0.20224089812
Isoliquiritin,Gallic acid,0.20220005075
Oxalic acid,Ferruginol,0.202089483669
Miltirone,3-O-Caffeoylquinic acid,0.20199194377
Octadecanoic acid,Isorhamnetin,0.201590450599
Quinic acid,Punicalin,0.201540708675
N6-(delta2-Isopentenyl)adenine,Semilicoisoflavone B,0.20120193262
